29.18,50.37,6.7304,143.9141,72.0809,8.49,45.2985,184.9049,29.7938,184.9049,150.7546,887.6685,166,131,48,118.819,25.6415,25.6415,119.9417,657.4848,169,183,151.6933,657.4848,131,97.2607,6.9693,22.8899,104,556.2707,192,207
32.444,49.118,9.0396,157.3623,153.3313,12.3827,81.715,207.2987,35.2208,207.2987,158.1568,1240.5055,176,146,41,129.0678,24.2834,24.2834,133.5869,589.6838,180,199,155.108,589.6838,146,96.8326,8.8496,22.8597,116,475.5801,164,211
23.87,53.61,7.7296,155.8878,62.0892,7.8797,59.7467,200.606,28.5421,200.4125,151.1159,814.6526,170,136,62,129.8974,24.7755,24.5871,116.6854,604.5231,172,169,153.0397,613.8263,136,108.596,6.7973,25.9312,112,700.6285,197,211
33.67,49.41,9.815,171.2907,105.126,10.2531,96.334,233.6165,27.7135,233.6165,162.9742,768.0403,179,160,48,138.2124,17.6131,17.6131,142.4371,310.2199,183,199,161.0,310.2199,160,102.1381,7.9886,20.863,135,473.6044,192,212
23.609,54.18,6.0167,141.9493,43.6524,6.607,36.2006,172.2095,23.5304,172.2095,145.6284,553.6812,162,108,56,121.4763,25.4491,25.4491,100.1216,647.6591,165,160,145.625,647.6591,108,103.8277,7.5608,18.4624,85,449.7764,179,200
35.11,45.35,8.3839,138.3048,89.9821,9.4859,70.2902,181.7453,35.4448,181.5535,149.9008,1256.3307,171,115,39,111.1716,26.2377,26.0096,122.0617,676.501,172,197,154.185,688.4182,110,93.5871,10.4674,23.0929,93,499.1287,161,176
43.362,39.218,4.8304,114.2017,54.8647,7.4071,23.3324,132.2269,21.2437,131.4622,127.3304,451.2964,159,82,66,96.521,22.7828,21.764,71.2857,473.6713,142,149,144.1933,519.0552,72,107.5966,129.8718,14.8042,65,406.2495,141,134
32.22,47.11,7.5253,138.2411,91.8463,9.5836,56.6294,179.597,32.6664,179.6161,148.7851,1067.094,169,115,49,112.0567,24.8187,24.8533,118.4328,617.6853,174,177,153.0209,615.9683,115,95.191,12.546,21.4411,97,542.8896,159,202
50.94,36.76,9.1557,150.7281,124.2724,11.1478,83.8271,204.3844,33.3988,204.4175,153.8151,1115.4808,181,134,45,118.9805,25.9892,26.0121,130.2384,676.6309,178,193,159.4331,675.4377,134,98.7202,19.1,22.8505,107,498.5834,165,209
22.41,57.49,6.2186,147.4947,64.484,8.0302,38.6716,186.1201,27.4509,186.1201,150.7774,753.5531,165,132,63,124.0035,26.179,26.179,116.6996,685.3426,170,165,149.5972,685.3426,132,100.53,7.9004,23.1514,104,633.1133,188,207
34.11,50.5,9.9721,169.5912,121.0819,11.0037,99.4423,231.081,30.2649,231.0378,162.0475,915.9636,178,159,46,136.5605,19.5905,19.5568,140.8207,382.4676,184,201,160.8942,383.786,159,102.1501,8.0963,21.9262,130,464.3846,196,210
42.828,38.5,7.5111,146.9799,128.7872,11.3484,56.4168,189.3965,27.36,189.3851,142.4286,748.5682,174,130,60,119.7672,25.5613,25.5431,104.4397,652.4517,167,169,154.9081,653.3807,130,114.9483,86.4669,19.4628,116,442.5693,175,208
33.97,51.66,9.9517,169.9609,123.4436,11.1105,99.0368,231.4211,30.3882,231.3728,162.086,923.4401,178,160,44,137.0511,19.6393,19.5954,140.6464,383.9789,185,203,160.7965,385.7036,160,102.4374,7.7062,22.0701,132,458.3836,193,212
24.07,52.95,7.6273,146.202,65.4653,8.0911,58.1762,189.4771,30.574,189.2964,149.4804,934.7695,169,129,57,119.8627,24.0217,23.8517,117.6699,568.9032,170,173,153.4085,577.0422,129,101.9477,11.101,25.8972,103,662.0598,205,210
20.06,59.23,6.6523,142.3665,64.9339,8.0582,44.2527,181.9359,30.2626,181.9359,149.153,915.8278,164,113,45,117.6904,26.0455,26.0455,116.2883,678.3661,167,186,151.1886,678.3661,113,98.5979,8.509,24.0638,98,626.8116,178,208
58.926,33.245,4.3882,104.552,47.1027,6.8631,19.2566,124.3167,15.4417,123.3258,126.2607,238.4464,162,86,68,86.3529,19.4423,18.48,79.552,341.5105,140,133,145.7285,378.0025,81,99.9548,145.3014,14.3747,75,309.0609,158,165
48.847,37.438,9.528,148.3616,148.7894,12.1979,90.7833,196.9414,40.2186,196.9414,156.684,1617.5322,178,136,25,119.6482,28.8069,28.8069,135.7003,829.8403,181,219,155.5863,829.8403,136,91.114,8.7296,29.6125,98,740.6643,160,203
22.106,58.631,7.8936,144.5148,69.8687,8.3587,62.3093,181.3541,30.55,181.3541,148.5869,933.3051,173,119,38,121.059,23.7971,23.7971,111.2426,566.3007,173,194,149.3607,566.3007,119,101.4951,7.206,22.4127,92,539.3802,161,183
39.127,38.725,4.208,116.9776,40.5976,6.3716,17.7071,134.3955,18.0861,134.1119,128.803,327.107,154,77,71,99.7015,23.1154,22.5017,67.8134,506.3286,139,128,143.4254,534.3234,69,108.0373,139.7578,16.0184,60,373.9556,155,145
21.12,58.52,6.5458,139.2166,53.912,7.3425,42.8473,179.8217,30.4673,179.8217,149.5828,928.2565,166,117,40,113.7389,21.9533,21.9533,120.3885,481.9492,163,189,152.1688,481.9492,117,94.965,7.5801,24.3257,100,536.4285,180,193
29.03,52.01,11.0837,160.905,172.8153,13.1459,122.8494,222.6249,35.1544,222.6249,162.3862,1235.8331,181,125,16,126.454,29.4119,29.4119,145.7957,865.0576,186,234,162.1385,865.0576,125,93.0263,8.1117,23.2765,98,600.6639,163,211
29.23,49.95,8.1302,128.306,72.2282,8.4987,66.1004,170.6341,33.3434,170.6341,146.9375,1111.7825,173,118,47,100.5277,20.1484,20.1484,120.0931,405.957,168,183,155.1131,405.957,118,89.3326,19.5131,19.5677,92,295.9964,171,184
26.87,51.74,7.4774,140.819,56.3834,7.5089,55.9116,182.3344,29.0071,182.1492,148.7771,841.4122,172,128,47,115.0414,25.7628,25.5936,117.3503,655.0314,166,176,152.6974,663.7205,124,97.9522,5.9228,23.185,101,581.9185,191,200
53.883,35.357,8.5446,143.6483,142.3391,11.9306,73.0101,187.1076,36.5733,187.1076,149.0058,1337.6057,174,132,50,116.4622,26.0423,26.0423,116.8721,678.2006,174,180,154.1831,678.2006,132,100.1424,38.2865,21.8816,102,455.2252,150,212
28.42,50.16,8.4153,147.2264,79.9271,8.9402,70.817,191.6006,33.0137,191.5845,150.0632,1089.9053,173,145,54,120.0316,20.7757,20.8034,118.5144,432.78,171,177,154.1581,431.6298,145,101.8707,6.7493,24.3625,114,515.743,192,200
24.265,55.07,8.7865,155.9839,63.0299,7.9391,77.2034,191.9936,30.0824,191.9936,147.9068,904.9479,179,128,65,133.4373,22.382,22.382,102.7846,500.9517,172,177,148.2251,500.9517,128,113.8553,7.6045,23.6421,112,575.9373,184,212
29.82,51.5,11.4217,158.359,179.1934,13.3863,130.4548,219.7072,36.617,219.7072,162.2109,1340.8019,182,122,16,123.7354,32.6705,32.6705,146.4545,1067.3615,186,233,162.269,1067.3615,122,91.0065,10.3862,24.0627,99,668.9712,166,209
25.158,52.893,5.9515,144.9483,52.0633,7.2155,35.4205,177.8069,24.692,177.8069,147.4138,609.6967,161,109,45,123.6586,25.5774,25.5774,105.1655,654.2042,167,158,146.7241,654.2042,109,103.8069,10.4091,19.8233,76,458.1419,172,186
20.66,58.54,6.6662,148.2909,59.5905,7.7195,44.4384,187.2218,28.9792,187.2218,150.0764,839.7967,168,133,53,124.4218,24.0652,24.0652,114.8109,579.1325,164,176,150.0727,579.1325,133,102.6327,7.5531,23.9275,106,588.5852,179,202
20.61,58.47,6.1734,143.4985,52.6952,7.2591,38.1108,182.8338,27.2969,182.8338,150.3353,745.1205,163,127,55,119.2711,23.53,23.53,118.5977,553.6605,165,169,150.5714,553.6605,127,97.6939,7.3226,23.1619,106,572.9323,190,202
38.219,39.154,3.9304,115.9913,43.8361,6.6209,15.4477,133.0087,18.0764,132.5913,128.4486,326.7577,154,73,64,98.9304,23.1678,22.3375,67.087,498.9652,139,138,143.1478,536.7464,69,107.5043,140.5596,15.8418,59,398.0473,155,153
47.184,38.21,9.9064,146.9641,136.2096,11.6709,98.1371,195.3693,39.3868,195.3693,156.9216,1551.3196,177,133,28,118.1895,28.3613,28.3613,136.9379,804.3636,183,211,155.5425,804.3636,133,89.4216,7.8105,28.6619,93,743.1406,155,202
